,prompt,country,example,metric,gt_answer_avg,type
60,What is the renewable energy consumption as a percent of total final energy consumption for the country Ethiopia?  Do not answer in a complete sentence - only provide the number!,Ethiopia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,89.52,renewable_percent
61,What is the renewable energy consumption as a percent of total final energy consumption for the country Finland?  Do not answer in a complete sentence - only provide the number!,Finland,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,47.49,renewable_percent
62,What is the renewable energy consumption as a percent of total final energy consumption for the country Fiji?  Do not answer in a complete sentence - only provide the number!,Fiji,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,30.795,renewable_percent
63,What is the renewable energy consumption as a percent of total final energy consumption for the country France?  Do not answer in a complete sentence - only provide the number!,France,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,16.87,renewable_percent
64,What is the renewable energy consumption as a percent of total final energy consumption for the country Faroe Islands?  Do not answer in a complete sentence - only provide the number!,Faroe Islands,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,5.32,renewable_percent
65,"What is the renewable energy consumption as a percent of total final energy consumption for the country Micronesia, Fed. Sts.?  Do not answer in a complete sentence - only provide the number!","Micronesia, Fed. Sts.","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,2.03,renewable_percent
66,What is the renewable energy consumption as a percent of total final energy consumption for the country Gabon?  Do not answer in a complete sentence - only provide the number!,Gabon,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,90.12,renewable_percent
67,What is the renewable energy consumption as a percent of total final energy consumption for the country United Kingdom?  Do not answer in a complete sentence - only provide the number!,United Kingdom,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,13.5,renewable_percent
68,What is the renewable energy consumption as a percent of total final energy consumption for the country Georgia?  Do not answer in a complete sentence - only provide the number!,Georgia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,23.45,renewable_percent
69,What is the renewable energy consumption as a percent of total final energy consumption for the country Ghana?  Do not answer in a complete sentence - only provide the number!,Ghana,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,40.25,renewable_percent
70,What is the renewable energy consumption as a percent of total final energy consumption for the country Gibraltar?  Do not answer in a complete sentence - only provide the number!,Gibraltar,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,0.0,renewable_percent
71,What is the renewable energy consumption as a percent of total final energy consumption for the country Guinea?  Do not answer in a complete sentence - only provide the number!,Guinea,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,65.65,renewable_percent
72,"What is the renewable energy consumption as a percent of total final energy consumption for the country Gambia, The?  Do not answer in a complete sentence - only provide the number!","Gambia, The","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,49.24,renewable_percent
73,What is the renewable energy consumption as a percent of total final energy consumption for the country Guinea-Bissau?  Do not answer in a complete sentence - only provide the number!,Guinea-Bissau,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,87.24,renewable_percent
74,What is the renewable energy consumption as a percent of total final energy consumption for the country Equatorial Guinea?  Do not answer in a complete sentence - only provide the number!,Equatorial Guinea,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,6.48,renewable_percent
75,What is the renewable energy consumption as a percent of total final energy consumption for the country Greece?  Do not answer in a complete sentence - only provide the number!,Greece,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,20.08,renewable_percent
76,What is the renewable energy consumption as a percent of total final energy consumption for the country Grenada?  Do not answer in a complete sentence - only provide the number!,Grenada,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,10.16,renewable_percent
77,What is the renewable energy consumption as a percent of total final energy consumption for the country Greenland?  Do not answer in a complete sentence - only provide the number!,Greenland,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,11.61,renewable_percent
78,What is the renewable energy consumption as a percent of total final energy consumption for the country Guatemala?  Do not answer in a complete sentence - only provide the number!,Guatemala,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,65.46,renewable_percent
79,What is the renewable energy consumption as a percent of total final energy consumption for the country Guam?  Do not answer in a complete sentence - only provide the number!,Guam,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,3.58,renewable_percent
80,What is the renewable energy consumption as a percent of total final energy consumption for the country Guyana?  Do not answer in a complete sentence - only provide the number!,Guyana,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,12.005,renewable_percent
81,"What is the renewable energy consumption as a percent of total final energy consumption for the country Hong Kong SAR, China?  Do not answer in a complete sentence - only provide the number!","Hong Kong SAR, China","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,0.27,renewable_percent
82,What is the renewable energy consumption as a percent of total final energy consumption for the country Honduras?  Do not answer in a complete sentence - only provide the number!,Honduras,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,50.09,renewable_percent
83,What is the renewable energy consumption as a percent of total final energy consumption for the country Croatia?  Do not answer in a complete sentence - only provide the number!,Croatia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,32.37,renewable_percent
84,What is the renewable energy consumption as a percent of total final energy consumption for the country Haiti?  Do not answer in a complete sentence - only provide the number!,Haiti,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,76.31,renewable_percent
85,What is the renewable energy consumption as a percent of total final energy consumption for the country Hungary?  Do not answer in a complete sentence - only provide the number!,Hungary,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,14.76,renewable_percent
86,What is the renewable energy consumption as a percent of total final energy consumption for the country Indonesia?  Do not answer in a complete sentence - only provide the number!,Indonesia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,22.01,renewable_percent
87,What is the renewable energy consumption as a percent of total final energy consumption for the country Isle of Man?  Do not answer in a complete sentence - only provide the number!,Isle of Man,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,2.185,renewable_percent
88,What is the renewable energy consumption as a percent of total final energy consumption for the country India?  Do not answer in a complete sentence - only provide the number!,India,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,35.82,renewable_percent
89,What is the renewable energy consumption as a percent of total final energy consumption for the country Ireland?  Do not answer in a complete sentence - only provide the number!,Ireland,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,13.69,renewable_percent
90,"What is the renewable energy consumption as a percent of total final energy consumption for the country Iran, Islamic Rep.?  Do not answer in a complete sentence - only provide the number!","Iran, Islamic Rep.","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.03,renewable_percent
91,What is the renewable energy consumption as a percent of total final energy consumption for the country Iraq?  Do not answer in a complete sentence - only provide the number!,Iraq,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.08,renewable_percent
92,What is the renewable energy consumption as a percent of total final energy consumption for the country Iceland?  Do not answer in a complete sentence - only provide the number!,Iceland,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,82.79,renewable_percent
93,What is the renewable energy consumption as a percent of total final energy consumption for the country Israel?  Do not answer in a complete sentence - only provide the number!,Israel,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,5.61,renewable_percent
94,What is the renewable energy consumption as a percent of total final energy consumption for the country Italy?  Do not answer in a complete sentence - only provide the number!,Italy,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,18.69,renewable_percent
95,What is the renewable energy consumption as a percent of total final energy consumption for the country Jamaica?  Do not answer in a complete sentence - only provide the number!,Jamaica,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,11.43,renewable_percent
96,What is the renewable energy consumption as a percent of total final energy consumption for the country Jordan?  Do not answer in a complete sentence - only provide the number!,Jordan,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,11.04,renewable_percent
97,What is the renewable energy consumption as a percent of total final energy consumption for the country Japan?  Do not answer in a complete sentence - only provide the number!,Japan,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,8.45,renewable_percent
98,What is the renewable energy consumption as a percent of total final energy consumption for the country Kazakhstan?  Do not answer in a complete sentence - only provide the number!,Kazakhstan,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.78,renewable_percent
99,What is the renewable energy consumption as a percent of total final energy consumption for the country Kenya?  Do not answer in a complete sentence - only provide the number!,Kenya,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,72.5,renewable_percent
100,What is the renewable energy consumption as a percent of total final energy consumption for the country Kyrgyz Republic?  Do not answer in a complete sentence - only provide the number!,Kyrgyz Republic,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,30.04,renewable_percent
101,What is the renewable energy consumption as a percent of total final energy consumption for the country Cambodia?  Do not answer in a complete sentence - only provide the number!,Cambodia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,51.41,renewable_percent
102,What is the renewable energy consumption as a percent of total final energy consumption for the country Kiribati?  Do not answer in a complete sentence - only provide the number!,Kiribati,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,42.775,renewable_percent
103,What is the renewable energy consumption as a percent of total final energy consumption for the country St. Kitts and Nevis?  Do not answer in a complete sentence - only provide the number!,St. Kitts and Nevis,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.37,renewable_percent
104,"What is the renewable energy consumption as a percent of total final energy consumption for the country Korea, Rep.?  Do not answer in a complete sentence - only provide the number!","Korea, Rep.","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,3.63,renewable_percent
105,What is the renewable energy consumption as a percent of total final energy consumption for the country Kuwait?  Do not answer in a complete sentence - only provide the number!,Kuwait,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,0.1,renewable_percent
106,What is the renewable energy consumption as a percent of total final energy consumption for the country Lao PDR?  Do not answer in a complete sentence - only provide the number!,Lao PDR,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,49.96,renewable_percent
107,What is the renewable energy consumption as a percent of total final energy consumption for the country Lebanon?  Do not answer in a complete sentence - only provide the number!,Lebanon,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,6.71,renewable_percent
108,What is the renewable energy consumption as a percent of total final energy consumption for the country Liberia?  Do not answer in a complete sentence - only provide the number!,Liberia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,92.95,renewable_percent
109,What is the renewable energy consumption as a percent of total final energy consumption for the country Libya?  Do not answer in a complete sentence - only provide the number!,Libya,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,3.12,renewable_percent
110,What is the renewable energy consumption as a percent of total final energy consumption for the country St. Lucia?  Do not answer in a complete sentence - only provide the number!,St. Lucia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,9.81,renewable_percent
111,What is the renewable energy consumption as a percent of total final energy consumption for the country Liechtenstein?  Do not answer in a complete sentence - only provide the number!,Liechtenstein,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,55.26,renewable_percent
112,What is the renewable energy consumption as a percent of total final energy consumption for the country Sri Lanka?  Do not answer in a complete sentence - only provide the number!,Sri Lanka,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,49.32,renewable_percent
113,What is the renewable energy consumption as a percent of total final energy consumption for the country Lesotho?  Do not answer in a complete sentence - only provide the number!,Lesotho,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,36.855,renewable_percent
114,What is the renewable energy consumption as a percent of total final energy consumption for the country Lithuania?  Do not answer in a complete sentence - only provide the number!,Lithuania,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,31.7,renewable_percent
115,What is the renewable energy consumption as a percent of total final energy consumption for the country Luxembourg?  Do not answer in a complete sentence - only provide the number!,Luxembourg,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,20.79,renewable_percent
116,What is the renewable energy consumption as a percent of total final energy consumption for the country Latvia?  Do not answer in a complete sentence - only provide the number!,Latvia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,43.75,renewable_percent
117,"What is the renewable energy consumption as a percent of total final energy consumption for the country Macao SAR, China?  Do not answer in a complete sentence - only provide the number!","Macao SAR, China","('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,12.28,renewable_percent
118,What is the renewable energy consumption as a percent of total final energy consumption for the country Morocco?  Do not answer in a complete sentence - only provide the number!,Morocco,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,10.92,renewable_percent
119,What is the renewable energy consumption as a percent of total final energy consumption for the country Moldova?  Do not answer in a complete sentence - only provide the number!,Moldova,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,23.66,renewable_percent
120,What is the renewable energy consumption as a percent of total final energy consumption for the country Madagascar?  Do not answer in a complete sentence - only provide the number!,Madagascar,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,84.19,renewable_percent
121,What is the renewable energy consumption as a percent of total final energy consumption for the country Maldives?  Do not answer in a complete sentence - only provide the number!,Maldives,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.16,renewable_percent
122,What is the renewable energy consumption as a percent of total final energy consumption for the country Mexico?  Do not answer in a complete sentence - only provide the number!,Mexico,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,12.33,renewable_percent
123,What is the renewable energy consumption as a percent of total final energy consumption for the country Marshall Islands?  Do not answer in a complete sentence - only provide the number!,Marshall Islands,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,12.015,renewable_percent
124,What is the renewable energy consumption as a percent of total final energy consumption for the country North Macedonia?  Do not answer in a complete sentence - only provide the number!,North Macedonia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,20.26,renewable_percent
125,What is the renewable energy consumption as a percent of total final energy consumption for the country Mali?  Do not answer in a complete sentence - only provide the number!,Mali,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,63.8,renewable_percent
126,What is the renewable energy consumption as a percent of total final energy consumption for the country Malta?  Do not answer in a complete sentence - only provide the number!,Malta,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,9.18,renewable_percent
127,What is the renewable energy consumption as a percent of total final energy consumption for the country Myanmar?  Do not answer in a complete sentence - only provide the number!,Myanmar,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,59.75,renewable_percent
128,What is the renewable energy consumption as a percent of total final energy consumption for the country Montenegro?  Do not answer in a complete sentence - only provide the number!,Montenegro,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,39.56,renewable_percent
129,What is the renewable energy consumption as a percent of total final energy consumption for the country Mongolia?  Do not answer in a complete sentence - only provide the number!,Mongolia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,3.98,renewable_percent
130,What is the renewable energy consumption as a percent of total final energy consumption for the country Northern Mariana Islands?  Do not answer in a complete sentence - only provide the number!,Northern Mariana Islands,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,0.4,renewable_percent
131,What is the renewable energy consumption as a percent of total final energy consumption for the country Mozambique?  Do not answer in a complete sentence - only provide the number!,Mozambique,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,80.91,renewable_percent
132,What is the renewable energy consumption as a percent of total final energy consumption for the country Mauritania?  Do not answer in a complete sentence - only provide the number!,Mauritania,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,23.61,renewable_percent
133,What is the renewable energy consumption as a percent of total final energy consumption for the country Mauritius?  Do not answer in a complete sentence - only provide the number!,Mauritius,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,9.41,renewable_percent
134,What is the renewable energy consumption as a percent of total final energy consumption for the country Malawi?  Do not answer in a complete sentence - only provide the number!,Malawi,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,72.715,renewable_percent
135,What is the renewable energy consumption as a percent of total final energy consumption for the country Malaysia?  Do not answer in a complete sentence - only provide the number!,Malaysia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,5.84,renewable_percent
136,What is the renewable energy consumption as a percent of total final energy consumption for the country Namibia?  Do not answer in a complete sentence - only provide the number!,Namibia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,31.3,renewable_percent
137,What is the renewable energy consumption as a percent of total final energy consumption for the country New Caledonia?  Do not answer in a complete sentence - only provide the number!,New Caledonia,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,7.17,renewable_percent
138,What is the renewable energy consumption as a percent of total final energy consumption for the country Niger?  Do not answer in a complete sentence - only provide the number!,Niger,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,81.91,renewable_percent
139,What is the renewable energy consumption as a percent of total final energy consumption for the country Nigeria?  Do not answer in a complete sentence - only provide the number!,Nigeria,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,82.51,renewable_percent
140,What is the renewable energy consumption as a percent of total final energy consumption for the country Nicaragua?  Do not answer in a complete sentence - only provide the number!,Nicaragua,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,52.13,renewable_percent
141,What is the renewable energy consumption as a percent of total final energy consumption for the country Netherlands?  Do not answer in a complete sentence - only provide the number!,Netherlands,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,10.79,renewable_percent
142,What is the renewable energy consumption as a percent of total final energy consumption for the country Norway?  Do not answer in a complete sentence - only provide the number!,Norway,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,61.29,renewable_percent
143,What is the renewable energy consumption as a percent of total final energy consumption for the country Nepal?  Do not answer in a complete sentence - only provide the number!,Nepal,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,74.54,renewable_percent
144,What is the renewable energy consumption as a percent of total final energy consumption for the country Nauru?  Do not answer in a complete sentence - only provide the number!,Nauru,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,1.745,renewable_percent
145,What is the renewable energy consumption as a percent of total final energy consumption for the country New Zealand?  Do not answer in a complete sentence - only provide the number!,New Zealand,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,28.61,renewable_percent
146,What is the renewable energy consumption as a percent of total final energy consumption for the country Oman?  Do not answer in a complete sentence - only provide the number!,Oman,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,0.05,renewable_percent
147,What is the renewable energy consumption as a percent of total final energy consumption for the country Pakistan?  Do not answer in a complete sentence - only provide the number!,Pakistan,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,46.6,renewable_percent
148,What is the renewable energy consumption as a percent of total final energy consumption for the country Panama?  Do not answer in a complete sentence - only provide the number!,Panama,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,28.43,renewable_percent
149,What is the renewable energy consumption as a percent of total final energy consumption for the country Peru?  Do not answer in a complete sentence - only provide the number!,Peru,"('What is the renewable energy consumption as a percent of total final energy consumption for the country Switzerland?  Do not answer in a complete sentence - only provide the number!', 26.37)",renewable energy consumption as a percent of total final energy consumption,31.62,renewable_percent
